Tanggal;NO2 (Harian);NO2 (30-hari MA);CO (Harian);CO (30-hari MA);SO2 (Harian);SO2 (30-hari MA)
46254;21,06048196;15,38096418;0,099938699;0,068133399;0,999386989;0,681333994
46255;5,662782764;14,94109523;0,013711583;0,065670133;0,137115835;0,656701333
46256;19,64438953;14,91947426;0,092008581;0,065549056;0,920085814;0,655490559
46257;28,50575604;15,35333274;0,141632234;0,067978663;1,416322338;0,679786634
46258;19,38685445;15,62645207;0,090566385;0,069508132;0,905663849;0,695081316
46259;14,70424816;15,65328311;0,06434379;0,069658385;0,643437897;0,696583854
46260;21,08220546;15,5578182;0,100060351;0,069123782;1,000603506;0,691237819
46261;16,45632226;15,92770103;0,074155405;0,071195126;0,741554047;0,711951258
46262;18,64041973;16,28565449;0,086386351;0,073199665;0,863863505;0,731996651
46263;28,53662022;17,03187296;0,141805073;0,077378489;1,418050732;0,773784886
46264;14,65256595;17,31968449;0,064054369;0,078990233;0,640543693;0,789902331
